#OTU ID	SbDust1S14Nimrod50	SbDust2S31Nimrod67	SbSlp1SNW49Nimrod85	SbSlp2SNW50Nimrod86	SbSlp3SNW51Nimrod87	SbSlp4SNW52Nimrod88	SbSlp5SNW53Nimrod89	SbSlp6SNW54Nimrod90	SbSoil1SA10Osnat73	SbSoil2SA11Osnat74	SbSoil3SA12Osnat75	SbWad1SNW55Nimrod91	SbWad2SNW56Nimrod92	SbWad3SNW57Nimrod93	SbWad4SNW58Nimrod94	SbWad5SNW59Nimrod95	SbWad6SNW60Nimrod96	UvDust1S32Nimrod68	UvDust2S33Nimrod69	UvSlp1CS17Nimrod53	UvSlp1DS16Nimrod52	UvSlp1GS70Osnat26	UvSlp2CS21Nimrod57	UvSlp2DS20Nimrod56	UvSlp2GS71Osnat27	UvSlp3CS25Nimrod61	UvSlp3DS24Nimrod60	UvSlp3GS72Osnat28	UvSlp4GS73Osnat29	UvSlp5GS74Osnat30	UvSlp6GS75Osnat31	UvWaD1CS19Nimrod55	UvWad1DS18Nimrod54	UvWad1GS76Osnat32	UvWad2CS23Nimrod59	UvWad2DS22Nimrod58	UvWad2GS77Osnat33	UvWad3CS27Nimrod63	UvWad3DS26Nimrod62	UvWad3GS78Osnat34	UvWad4GS79Osnat35	UvWad5GS80Osnat36	UvWad6GS81Osnat37
OTU838	314	77	0	0	0	1	1	1	10	4	5	1	0	1	1	0	4	0	0	2	1	6	0	1	6	0	0	4	10	2	4	1	0	4	0	5	12	4	3	0	3	6	3
OTU1172	179	1	0	0	1	2	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	2	0	2	1	8	3	0	0	1	1	0	0	4	2	0	0	1	0	6
OTU33	7	0	26	26	52	7	28	32	183	165	103	33	96	90	9	65	17	0	1	2	4	107	8	0	94	8	0	14	450	38	127	19	0	415	53	20	2803	24	4	1390	1375	398	740
OTU1067	2	0	0	0	0	0	0	0	10	5	5	0	0	1	1	0	0	0	2	0	0	3	0	1	6	0	0	0	9	0	3	0	0	1	0	0	10	0	0	0	0	0	0
OTU6	23	44	751	200	1159	197	235	408	16	32	93	198	1631	1092	1.561e+04	814	279	673	1.347e+04	3339	834	25	3231	1524	95	1961	1598	484	115	40	186	401	5019	1.816e+04	1461	5975	22	1292	911	3	277	23	32
OTU81	4	0	66	132	9	1	227	51	11	8	7	28	99	4	0	2	4	0	6	0	0	23	0	1	12	1	0	10	990	6	19	2	0	34	2	35	40	0	0	81	30	20	30
OTU356	16	117	2	1	7	1	2	0	2	8	9	1	7	3	8	2	8	2	12	2	1	45	9	0	65	1	1	95	81	34	111	3	7	108	4	8	40	3	1	1	8	13	29
OTU850	7	0	0	0	0	0	0	1	29	28	13	3	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	18	3	4	2	0	0	2	0	2	6	4	0	1	2	2	1
OTU596	200	15	0	0	1	0	2	1	22	20	6	0	0	11	0	0	0	0	3	0	0	15	0	0	7	2	0	9	22	8	17	0	1	2	0	2	24	1	0	3	1	1	3
OTU23	2	15	0	0	1	4	0	0	7	6	2	0	0	1	1	0	0	0	1	3	1	197	1	0	200	0	1	187	219	252	304	2	2	3873	0	3	92	0	2	1	131	134	120
OTU1148	7	0	4	6	25	1	3	1	20	12	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	5	5	0	0	5	0	0	12	0	0	1	0	2	3
OTU55	61	2	7	3	1	2	3	5	9	9	10	5	4	11	1	1	1	52	1016	2	2	85	0	1	66	4	4	41	162	80	81	8	0	53	5	7	144	11	0	4	45	56	100
OTU194	24	139	2	7	2	0	3	5	8	7	3	0	3	7	2	5	1	4	4	5	0	31	2	2	61	5	1	54	40	65	46	5	2	55	4	2	64	2	3	2	12	22	21
OTU373	14	4	0	5	1	1	0	1	55	67	42	2	6	4	1	0	0	0	1	0	1	60	0	0	52	2	3	114	8	63	59	0	0	222	4	0	15	3	0	2	15	40	26
OTU98	1	5	8	6	3	13	4	5	1	0	2	3	2	3	5	5	2	2	7	1	2	2	0	1	9	1	1	17	0	0	60	3	4	399	2	6	2	4	3	0	3	1	6
OTU277	3	0	2	0	18	20	20	7	80	96	88	13	0	0	0	0	21	0	1	0	0	6	0	0	1	0	1	0	1	50	1	0	0	1	0	8	2	0	3	1	2	0	2
OTU610	2	0	2	1	1	9	0	8	121	132	111	7	0	5	2	0	3	0	2	0	5	1	0	2	2	1	0	1	2	3	1	0	1	2	6	3	7	5	0	1	0	1	0
OTU994	1	0	4	6	0	15	47	8	28	32	29	53	23	84	0	79	6	0	0	0	0	0	0	0	9	0	0	1	54	6	0	1	0	4	4	4	3	2	0	6	6	2	0
OTU219	1	0	2	8	10	16	1	11	43	56	51	0	0	1	0	0	5	0	0	0	1	7	0	0	1	0	1	0	0	204	1	0	1	5	1	2	7	0	0	1	1	0	1
OTU481	2	6	0	0	7	3	2	3	18	18	11	6	1	101	3	7	3	1	2	0	0	0	3	0	1	0	1	1	3	1	0	5	1	7	5	5	4	2	2	0	2	1	7
OTU186	4	0	0	0	1	0	0	2	62	61	7	0	2	0	4	1	1	0	0	5	1	7	4	0	7	1	3	3	5	3	0	0	0	4	1	0	9	2	1	0	7	2	7
OTU11	21	14	60	148	264	230	151	189	1609	1660	927	1618	46	132	12	54	58	3	7	6	7	1492	8	0	1604	19	1	4718	1228	2649	2709	106	4	1018	324	81	664	130	7	38	261	1475	1131
OTU223	1	0	2	2	0	106	3	11	14	51	49	0	0	0	0	0	1	0	0	0	1	5	0	0	4	0	0	3	2	36	0	0	0	2	2	1	4	0	0	0	1	1	0
OTU637	3	0	3	7	0	0	4	0	20	21	19	10	5	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	5	0	1	1	0	2	2	0	0	1	0	0
OTU305	2	1	6	1	8	7	3	5	67	79	75	2	2	3	6	2	1	0	1	3	1	0	1	0	0	1	0	1	3	23	1	3	3	1	6	1	1	2	0	1	0	0	0
OTU76	5	0	0	0	1	2	0	0	8	11	12	3	0	3	0	1	0	0	1	0	0	62	0	0	36	0	0	137	3	109	109	1	0	59	0	0	9	0	1	0	6	57	54
OTU301	45	11	1	0	1	0	1	3	7	6	6	5	2	4	0	0	0	0	2	0	0	9	0	0	30	0	0	19	0	5	27	0	0	17	0	4	5	3	0	0	12	17	4
OTU48	39	36	2	0	2	1	2	6	160	185	136	10	8	236	0	16	21	3	15	1	0	18	1	0	39	0	0	93	112	37	71	4	0	3082	6	53	59	1	0	1	57	9	42
OTU415	1	0	0	0	0	0	0	0	7	14	2	0	0	2	0	0	0	0	1	0	0	23	0	0	21	0	1	27	6	16	28	0	0	19	0	0	12	1	0	0	6	24	3
OTU1274	3	0	0	0	0	0	0	0	34	35	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	1	0	0	0	1	0	0
OTU1036	7	0	2	0	4	0	0	0	41	39	16	3	7	49	4	3	3	0	5	0	0	9	0	0	10	0	0	5	11	23	14	4	0	95	0	4	57	2	0	6	18	12	15
OTU546	6	0	0	2	0	1	0	0	62	70	27	1	1	0	1	0	0	0	2	1	0	1	0	0	5	0	0	7	2	11	9	3	0	14	1	0	14	3	0	2	8	8	3
OTU147	52	2	2	1	8	70	57	4	9	37	55	99	1	7	0	0	0	0	8	0	2	36	0	1	52	0	0	95	81	23	34	1	1	34	1	3	85	0	0	1	16	32	15
OTU3	6	0	0	1	0	0	0	0	41	175	38	0	0	1	0	0	0	0	1	0	0	6159	1	0	7587	0	0	2.792e+04	240	1.512e+04	1.15e+04	0	0	5876	0	0	645	1	0	7	209	9618	4904
OTU442	5	4	0	0	1	0	1	1	55	65	69	3	7	7	7	3	6	2	0	2	4	90	13	4	26	11	4	56	34	31	9	0	7	20	1	5	139	3	5	5	43	18	22
OTU724	2	0	1	0	0	1	0	0	0	4	1	0	2	2	2	2	0	0	2	0	2	1	1	0	1	0	0	2	21	2	0	0	1	2	0	0	90	0	0	0	8	1	0
OTU163	1	0	14	2	2	466	147	48	236	236	260	73	31	15	2	3	0	0	1	0	0	25	0	0	40	1	0	4	2	147	0	0	0	21	10	29	23	16	5	1	3	2	1
OTU746	87	67	0	5	1	0	0	2	81	55	21	2	0	10	3	0	3	0	1	2	0	12	2	0	19	0	1	7	11	6	13	0	0	43	3	7	27	3	0	1	4	3	6
OTU317	1	0	0	0	0	0	6	2	64	51	22	3	8	7	0	1	5	0	0	0	0	4	3	0	14	0	0	6	0	2	0	13	0	26	1	4	9	2	2	2	7	4	0
OTU714	1	1	0	0	2	4	0	0	1	9	6	0	2	3	0	0	0	1	0	0	0	9	1	0	10	0	0	7	32	8	3	0	0	9	1	0	2	0	0	0	4	0	4
OTU934	2	0	0	0	0	0	0	0	42	19	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU988	3	1	2	11	0	0	0	2	2	3	5	0	1	0	1	2	2	0	0	0	0	6	0	0	10	1	1	8	6	3	1	0	2	22	0	0	13	0	0	0	0	1	0
OTU1093	1	0	0	0	0	0	2	0	3	1	1	1	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	2	5	1	0	0	0	3	0	1	7	0	0	0	1	4	1
OTU7	2	3	49	75	9	7	133	156	88	74	23	2	17	9	5	3	2	2	3	1	1	210	2	0	246	0	1	200	2298	233	1238	0	2	866	4	338	5230	3	1	1.503e+04	1.178e+04	4332	6264
OTU26	4	0	2	7	7	12	6	8	49	76	44	20	4	5	1	7	3	0	0	0	0	346	0	0	489	0	0	1365	38	760	575	0	0	318	2	0	98	1	0	8	27	274	234
OTU306	1	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	51	1	0	2	0	0	0	2	0	1
OTU1041	4	2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	2	1	1	0	1	0	0	10	0	0	5	0	2	0	0	0	38	0	1	5	1	0	0	4	2	0
OTU663	4	0	65	228	187	435	190	127	7	17	13	154	83	196	8	261	70	2	0	0	0	47	4	1	29	2	1	31	35	11	12	0	2	22	0	0	73	0	3	112	66	52	84
OTU485	3	0	0	1	0	0	0	0	5	11	7	0	5	0	0	0	0	0	0	0	1	33	0	1	18	0	0	56	1	58	40	0	0	24	0	0	4	0	0	0	1	18	10
OTU298	5	0	2	0	0	0	1	0	95	99	153	0	0	0	0	0	0	0	0	2	0	49	0	1	1	2	1	3	1	1	32	4	0	14	109	6	9	55	0	2	0	0	2
OTU4	5	6	923	1682	3145	5094	3332	2150	20	54	21	1462	1520	3023	205	6382	1827	2	3	1	2	242	4	2	122	3	3	300	2286	249	1140	2	7	670	1	2	5794	4	2	1.462e+04	1.284e+04	4375	7186
OTU29	4	0	130	379	291	20	187	193	78	95	96	204	270	80	3	52	22	1	0	0	0	17	3	0	30	1	2	43	108	43	53	0	1	86	4	8	502	2	1	1275	933	241	364
OTU949	1	0	15	5	2	269	99	29	55	54	91	61	12	10	0	12	8	0	0	0	0	1	0	0	1	1	0	2	1	6	0	1	0	4	7	5	2	4	0	26	1	0	1
OTU795	1	0	0	0	0	0	0	0	2	11	6	0	0	0	0	0	0	0	0	0	0	4	0	0	3	1	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU94	10	2	0	0	0	1	0	0	10	6	5	0	0	0	0	9	0	19	397	0	1	24	0	0	13	3	0	36	1	7	22	6	1	11	9	3	9	6	0	0	2	3	7
OTU592	2	0	1	0	0	2	1	0	0	0	0	1	3	1	2	1	1	0	4	0	1	7	0	1	10	0	1	7	2	1	9	1	1	10	3	2	8	0	0	7	16	15	9
OTU54	1	0	0	0	0	0	0	1	24	39	19	3	0	0	0	0	0	0	0	1	0	603	0	0	765	1	2	1810	20	1120	1367	0	2	726	1	0	426	0	0	4	167	692	661
OTU1050	1	2	0	2	13	27	0	2	117	149	242	15	3	2	1	1	0	1	0	0	0	8	1	0	1	2	1	2	2	86	18	0	1	9	3	5	2	3	3	0	0	0	0
OTU828	3	0	0	0	0	2	0	4	30	37	22	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	3	28	32	3	0	1	28	1	0	5	1	0	1	2	0	6
OTU30	4	1	0	0	17	0	0	0	35	41	54	3	1	145	1	0	15	0	1	0	0	15	0	0	15	0	0	177	15	15	124	1	0	6045	3	19	21	0	0	4	102	18	19
OTU765	2	0	3	2	4	5	2	1	94	82	94	4	6	28	2	4	3	0	3	0	0	43	0	0	22	1	0	16	37	30	21	8	0	34	9	5	17	0	0	15	19	8	8
OTU927	8	1	0	1	0	0	0	0	15	33	6	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	1	1	2	4	0	0	14	0	0	5	0	1	0	6	6	6
OTU567	2	2	10	23	0	0	2	1	28	34	7	4	20	6	3	0	0	0	0	0	0	1	0	0	9	0	0	38	1	0	1	2	0	1	3	0	2	1	0	0	2	0	0
OTU318	2	1	1	1	2	0	1	0	34	29	23	0	0	1	0	0	0	0	0	0	0	12	0	0	6	1	0	28	1	5	10	0	0	69	3	1	8	0	0	0	1	0	10
OTU335	1	2	1	2	0	0	5	4	60	78	39	28	32	39	0	0	1	0	0	0	0	49	0	0	2	0	1	5	19	6	31	3	0	43	0	2	15	6	0	8	20	4	11
OTU667	6	1	14	11	4	17	16	6	154	155	162	27	16	29	0	21	6	1	4	2	4	14	2	0	7	7	3	14	39	22	9	13	0	65	31	10	100	11	4	35	54	15	35
OTU1249	2	0	3	5	1	2	0	1	2	0	1	1	0	2	2	1	2	0	1	2	4	2	1	1	1	2	2	0	0	8	1	1	3	29	3	0	3	0	0	0	1	2	3
OTU711	12	208	1	0	0	0	0	0	62	41	8	4	0	10	0	1	6	2	8	0	0	55	0	0	39	0	0	24	77	13	6	1	0	18	0	3	37	1	0	1	5	38	19
OTU281	5	1	4	0	1	2	0	0	0	3	2	3	1	0	2	0	0	2	3	1	0	7	1	0	2	1	0	18	4	5	0	1	1	111	0	0	18	0	1	0	6	1	5
OTU239	6	0	18	66	87	0	49	28	7	14	5	34	47	3	1	54	16	0	0	0	0	13	0	0	1	0	0	1	6	2	0	0	0	5	1	0	38	0	0	62	24	11	18
OTU1116	1	1	2	6	0	0	4	7	167	143	90	4	2	1	3	0	1	0	0	0	0	8	0	0	4	1	0	9	4	1	3	0	0	7	0	1	5	1	0	0	0	2	1
OTU212	1	0	2	0	0	4	3	0	32	37	28	2	0	5	0	0	1	0	0	0	1	0	0	0	0	4	0	6	0	1	0	0	0	54	18	5	1	14	0	0	23	0	1
OTU37	6	0	58	54	45	32	18	27	292	278	219	101	41	992	12	293	51	1	21	0	2	197	5	0	60	0	0	44	380	23	124	22	0	168	33	24	528	11	0	982	974	325	473
OTU43	1	1	0	0	0	0	0	0	3	2	2	0	1	1	1	1	0	0	0	1	0	152	0	0	108	0	0	52	434	143	287	0	0	133	0	2	231	0	0	0	48	34	149
OTU883	8	55	0	0	0	0	0	0	51	60	38	0	0	4	0	0	2	3	8	0	1	19	0	0	7	0	3	4	28	185	0	1	1	56	3	24	18	0	1	3	6	4	4
OTU962	2	0	0	0	0	2	1	1	2	3	3	0	0	1	1	0	0	0	4	1	0	32	0	0	49	1	0	44	87	28	66	0	0	54	0	0	80	0	1	0	27	21	23
OTU140	5	0	223	21	55	415	35	65	190	206	270	63	17	35	10	14	114	2	1	0	1	30	0	2	28	4	1	8	1	151	7	7	6	38	3	12	37	5	0	2	6	1	2
OTU282	5	0	0	3	0	1	0	8	65	61	22	23	67	25	0	0	0	0	0	3	0	22	0	0	7	0	0	3	6	1	18	0	0	12	2	0	15	3	0	37	44	24	22
OTU898	5	0	0	0	1	1	0	0	1	5	4	1	2	3	1	0	1	0	0	2	2	4	1	1	1	1	0	4	1	7	0	0	0	3	0	2	6	1	1	0	5	1	1
OTU418	1	0	0	0	1	1	1	5	11	7	3	2	1	3	0	0	2	0	0	1	0	4	2	0	0	0	0	3	2	3	0	0	0	0	0	0	2	0	0	1	1	1	0
OTU1176	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	3	4	6	0	0	0	25	0	0	10	1	0	0	0	1	3
OTU1202	1	0	0	0	0	0	2	0	2	1	0	0	0	1	0	2	0	0	0	0	0	9	1	1	4	0	0	5	3	4	3	1	0	2	0	1	6	0	1	0	0	1	0
OTU247	2	18	0	0	0	0	0	0	3	3	10	0	0	90	0	1	0	0	0	0	0	7	0	0	9	0	0	11	7	0	1	0	0	31	0	0	65	0	0	0	4	0	0
OTU784	1	1	2	1	1	5	0	1	42	75	19	3	0	2	3	0	5	0	3	0	0	16	0	1	3	0	0	2	15	1	1	1	1	4	1	0	8	2	1	1	7	1	3
OTU1246	1	0	0	3	1	4	0	0	31	38	42	0	2	4	2	1	0	0	0	0	0	3	0	1	1	0	0	0	1	2	0	1	3	9	1	4	3	9	0	0	0	0	1
OTU548	2	0	0	2	3	0	10	4	114	66	82	1	1	3	0	10	26	0	0	0	0	2	0	0	0	3	0	3	6	6	2	1	0	19	6	1	5	2	0	0	4	1	2
OTU370	4	0	0	0	3	0	0	2	23	8	35	0	0	0	0	0	2	0	0	0	0	1	0	0	4	0	0	7	4	6	31	0	0	39	9	22	10	0	0	0	0	0	1
OTU699	1	2	0	1	5	2	3	2	55	52	40	4	0	1	0	0	5	2	2	1	3	4	0	0	0	0	1	4	1	0	1	4	1	1	1	3	2	1	0	0	1	2	1
OTU387	7	0	0	0	0	0	0	0	4	5	3	1	0	7	0	0	0	0	0	0	0	3	0	0	2	0	0	3	44	3	3	0	0	2	0	5	3	1	0	2	2	2	0
OTU986	1	0	0	0	0	0	0	0	20	32	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
OTU675	2	0	0	0	1	0	0	0	32	40	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	7	0	0	4	0	0	1	4	1	0
OTU5	1	0	0	0	0	0	0	0	4	52	15	0	0	0	0	0	0	0	0	0	0	3405	0	0	3742	0	0	8907	7	5383	5378	0	0	3204	0	0	598	0	0	2	274	3185	1899
OTU743	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	4	0	0	1	1	0	1	0	0	1	3	3	3	0	0	3	0	0	3	0	0	0	0	1	1
OTU44	5	29	11	5	1	3	0	1	269	192	196	0	0	1	5	1	2	0	8	1	6	17	0	2	11	2	1	54	122	568	45	1	5	3858	8	35	31	1	1	0	45	13	5
OTU1122	6	1	1	0	3	2	1	4	0	2	1	2	1	7	0	0	0	1	5	3	2	12	2	0	8	5	2	20	2	1	0	1	2	170	0	2	3	2	0	0	14	4	2
OTU142	4	18	4	4	2	8	1	0	17	12	8	2	0	3	3	3	0	1	11	3	1	51	0	2	12	0	0	82	0	121	58	0	2	64	6	1	24	4	1	2	4	11	22
OTU672	1	0	1	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	6	0	0	2	0	0	34	0	0	2	0	0	0	6	0	1
OTU687	1	6	2	0	0	1	2	12	293	439	473	8	6	266	1	3	1	0	2	0	1	33	0	0	38	0	0	19	20	32	45	1	1	63	17	159	31	1	0	2	36	7	19
OTU153	3	0	0	1	1	4	8	0	32	35	37	8	12	22	1	4	3	2	25	0	2	23	1	0	49	0	0	76	48	12	75	3	1	68	0	1	34	3	0	2	12	9	5
OTU484	2	3	0	0	0	0	1	0	1	7	6	0	1	3	0	2	1	7	138	0	3	13	2	0	0	6	1	6	5	3	2	6	0	7	6	7	3	5	0	1	5	1	1
OTU1101	12	34	0	0	4	0	0	2	68	84	70	1	0	180	0	1	2	0	13	0	0	47	0	0	41	0	0	16	80	32	24	1	2	341	1	23	72	0	0	2	11	27	27
OTU490	4	1	0	0	0	0	0	0	14	25	15	5	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	0	3	0	0
OTU99	1	0	8	3	0	32	52	8	14	11	23	49	0	10	0	3	1	0	0	6	0	0	6	0	2	116	0	13	6	2	2	38	1	1243	20	17	116	52	2	0	28	3	1
OTU208	1	6	1	4	4	4	4	2	53	116	29	5	4	72	1	6	6	0	7	1	5	20	0	1	27	4	1	101	20	33	30	3	3	21	2	10	13	0	2	3	12	25	18
OTU475	2	0	0	1	0	13	0	0	59	93	43	2	0	3	0	14	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	6	3	0	0	0	0	1	0	1	0
OTU63	10	0	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	4	0	0	22	0	0	14	0	0	6	11	10	23	0	1	64	0	1	868	0	1	8	28	11	11
OTU878	2	2	0	0	1	0	0	0	19	3	8	0	0	0	0	0	0	0	0	0	0	14	13	0	5	1	0	9	5	7	5	0	0	10	0	0	9	1	0	1	19	4	4
OTU818	3	0	1	0	0	1	0	0	5	5	7	0	0	0	0	0	1	0	0	1	1	16	0	0	7	0	1	18	16	1	2	0	0	5	2	1	46	1	0	0	6	10	12
OTU31	5	0	1	3	0	1	2	0	24	25	5	8	3	13	1	1	0	0	1	0	0	493	0	0	1149	0	1	308	167	129	448	0	0	126	1	2	92	0	0	2	60	45	34
OTU978	2	0	0	1	1	0	0	0	14	23	6	2	0	0	1	0	3	1	0	0	0	14	0	1	1	2	0	4	6	6	1	1	1	5	1	1	6	0	0	1	2	3	4
OTU865	3	0	2	2	0	2	0	3	0	1	0	1	5	2	2	2	2	1	5	0	2	8	1	0	20	3	2	6	2	1	4	2	2	72	1	2	3	0	0	0	0	0	1
OTU537	3	1	3	1	11	15	3	7	61	73	61	5	5	8	2	1	3	1	3	2	3	3	2	2	5	2	5	14	3	3	1	1	2	5	14	7	3	8	3	0	2	5	1
OTU936	1	0	0	0	0	0	0	0	5	37	12	0	0	0	2	0	0	0	0	0	0	1366	1	1	1624	1	0	4877	105	2703	2647	0	0	1443	0	0	184	1	0	1	62	1645	857
OTU203	2	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	11	0	0	9	1	0	26	1	1	10	2	3	1	0	0	5	1	0	114	1	0	0	2	0	2
OTU32	8	0	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	0	0	774	0	0	1078	0	1	533	6	344	648	0	0	258	0	0	228	0	0	1	72	72	166
OTU1179	3	2	0	0	0	1	1	1	33	35	8	0	1	0	0	0	0	2	0	0	0	8	1	0	10	0	0	4	2	0	4	1	0	12	0	5	3	0	0	1	2	3	3
OTU151	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	17	0	0	8	0	0	120	3	62	16	0	0	21	0	0	5	0	0	0	0	25	6
OTU141	1	1	0	0	0	3	0	1	87	89	75	1	1	0	3	0	0	1	0	0	2	3	0	0	0	0	3	1	1	1	0	0	2	1	2	2	4	0	2	0	0	4	1
OTU1129	2	0	5	0	0	0	0	3	4	9	4	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	10	0	2	0	0	1	3	0	0	0	0	0
OTU169	2	0	0	0	1	2	0	2	112	115	208	3	1	0	2	1	0	2	0	0	2	10	0	0	8	2	0	9	3	6	1	0	0	3	1	7	8	1	2	1	0	1	0
OTU95	6	5	14	14	11	13	19	15	102	92	122	44	47	335	4	30	27	0	5	0	0	33	1	0	65	1	0	33	297	39	61	3	2	138	14	49	154	1	0	93	43	12	42
OTU110	1	0	0	0	1	0	1	0	1	3	2	1	0	0	1	0	2	2	1	0	0	146	0	0	72	0	0	84	286	44	200	0	0	86	0	1	55	0	0	0	40	14	35
OTU28	6	4	3	6	4	3	2	3	121	80	120	9	6	127	3	6	1	0	6	0	1	83	1	1	108	1	1	842	342	80	303	0	5	2.391e+04	6	12	69	6	1	12	395	32	126
OTU87	5	4	71	57	4	9	74	35	51	36	39	102	42	5	0	23	9	1	0	1	3	138	1	3	29	0	1	2	70	16	30	0	0	20	5	0	83	4	0	272	174	53	51
OTU738	1	0	0	0	0	0	0	0	10	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU1285	1	0	0	3	0	0	20	0	7	6	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	5	1	2	0	0	2	0	0	4	0	1	0	0	1	1
OTU1108	1	0	1	0	0	0	1	4	91	93	54	5	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	3	7	1	2	1	0	3	0	4	4	0	0	1	1	1	1
OTU741	1	1	0	0	0	6	1	0	35	34	43	1	2	1	0	1	2	0	1	0	0	0	0	0	7	1	0	7	1	19	3	0	0	2	0	1	3	8	0	1	0	0	1
OTU150	4	0	0	0	0	2	0	1	0	0	2	2	0	6	0	0	1	0	5	0	0	33	0	0	62	0	0	44	15	25	72	0	1	23	2	0	51	0	0	0	19	5	30
OTU265	11	8	25	32	4	1	8	8	59	88	35	35	9	70	3	1	13	1	2	1	0	25	0	0	12	2	0	6	32	4	11	0	1	31	3	11	14	5	1	1	9	5	4
OTU1016	2	0	0	0	0	0	0	0	47	42	49	0	0	0	0	0	0	0	0	0	0	65	0	1	56	0	0	98	61	87	64	0	0	92	0	1	56	0	0	36	57	55	41
OTU635	1	0	39	41	19	36	68	21	114	113	129	56	69	87	0	44	21	0	0	0	0	2	1	0	3	0	0	5	4	7	4	3	0	5	8	2	13	2	0	105	19	4	8
OTU972	3	1	1	1	0	1	0	0	9	14	17	0	1	2	0	1	1	0	1	0	0	18	0	0	30	0	1	89	2	44	18	0	0	48	0	3	19	1	0	3	4	41	27
OTU196	1	0	14	4	2	10	14	11	14	27	51	14	1	31	0	11	5	0	0	0	2	3	2	0	2	4	2	3	1	140	2	3	0	7	14	12	1	9	0	2	3	4	2
OTU166	1	0	25	21	45	106	57	42	90	115	172	89	50	231	2	238	92	0	2	7	1	14	2	0	9	0	1	20	77	12	27	5	1	36	17	19	319	18	1	207	168	70	108
OTU104	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	25	0	0	44	0	0	135	4	78	51	0	0	32	0	0	6	0	0	0	0	14	24
OTU1150	1	0	0	1	2	0	0	3	16	19	10	1	0	1	0	0	0	0	1	0	0	8	1	2	22	0	0	1	1	6	3	0	4	50	0	0	12	0	0	0	3	2	2
OTU836	5	39	23	3	0	0	2	5	121	123	53	4	16	105	6	0	1	0	2	1	0	13	5	0	5	5	0	9	43	3	8	19	0	22	1	9	17	3	0	2	13	2	3
OTU1185	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	3	1	43	8	0	0	7	0	0	9	0	0	1	3	3	6
OTU434	1	0	13	12	14	38	20	13	177	185	121	152	11	16	4	8	4	0	0	1	0	3	0	0	1	0	2	2	2	5	1	15	0	8	20	1	3	6	0	1	4	1	1
OTU944	1	0	0	0	0	0	0	0	19	28	20	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	3	3	0	0	0	0	3	0	0	16	0	1	0	3	1	2
OTU311	5	0	17	3	5	19	6	28	291	307	177	6	2	8	5	0	5	0	1	5	0	9	0	2	14	7	2	19	5	65	19	4	0	97	12	4	33	6	0	1	10	4	7
OTU47	3	0	0	0	1	0	0	0	11	20	4	0	0	3	0	0	1	1	1	1	0	488	2	0	614	1	0	2054	11	1231	943	0	1	503	0	0	35	0	0	0	14	712	380
OTU631	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	8	0	3	5	0	0	1	0	0	34	0	0	0	0	1	2
